area_type,availability,location,size(in BHK),total_sqft,per_Sqft,bath,furnishing,transaction,parking,price
Apartment,Ready_to_move,"J R Designers Floors, Rohini Sector 24",2,750,6667,2,Semi-Furnished,New_Property,1,5000000
Apartment,Almost_ready,"The Leela Sky Villas, Patel Nagar",4,3901,23840,4,Unfurnished,New_Property,1,93000000
Apartment,Ready_to_move,"Uttam Nagar Floors, Uttam Nagar",3,950,4600,2,Furnished,New_Property,1,4370000
Apartment,Ready_to_move,"Virat Residency, Dwarka Mor",3,1000,4620,2,Unfurnished,New_Property,1,4620000
Apartment,Ready_to_move,"Siddhartha Heights, Dwarka Sector 24",2,850,2235,1,Semi-Furnished,New_Property,1,1900000
Apartment,Ready_to_move,"Find Homes, Greater Kailash 2",4,2400,2235,4,Semi-Furnished,New_Property,1,70000000
Apartment,Ready_to_move,"MTNL Employees House Welfare Society, Dwarka Sector 24",3,1350,3800,2,Unfurnished,New_Property,1,5130000
Apartment,Ready_to_move,"Adarsh Homes, Dwarka Mor",2,540,5000,2,Semi-Furnished,New_Property,1,3000000
Apartment,Ready_to_move,"Delhi Homes Yojana, Dwarka Sector 24",4,1387,4247,4,Unfurnished,New_Property,1,5890000
Apartment,Ready_to_move,"Kushwaha Homes, Uttam Nagar",2,540,6111,2,Semi-Furnished,New_Property,1,3300000
Apartment,Ready_to_move,"Godrej South Estate, Okhla",2,976,25512,2,Furnished,New_Property,1,24900000
Apartment,Ready_to_move,"The Elite Spire, Dwarka Sector 21",3,1050,3524,2,Unfurnished,New_Property,1,3700000
Builder_Floor,Ready_to_move,"APL Builder Floor, Greater Kailash 1",4,2700,22222,3,Semi-Furnished,New_Property,1,60000000
Apartment,Ready_to_move,"Kunj Vihar Apartment, Dwarka Sector 12",3,1500,22222,2,Unfurnished,Resale,1,17400000
Builder_Floor,Almost_ready,Janakpuri Block A3,5,2900,22222,5,Furnished,New_Property,1,51000000
Builder_Floor,Almost_ready,Greater Kailash 2,5,5025,22222,6,Unfurnished,New_Property,4,170000000
Builder_Floor,Almost_ready,"Partap Homes, Bhagwati Vihar, Uttam Nagar",3,1000,22222,2,Semi-Furnished,New_Property,1,5510000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",3,1135,22222,3,Furnished,Resale,2,25000000
Apartment,Almost_ready,"The Leela Sky Villas, Patel Nagar",3,2306,24718,3,Unfurnished,New_Property,1,57000000
Apartment,Almost_ready,"Diamond Heights Multi Estate, Najafgarh",2,850,24718,2,Semi-Furnished,New_Property,1,2940000
Apartment,Ready_to_move,"Ashirwad Apartments, Dwarka Sector 12",3,1200,24718,3,Semi-Furnished,Resale,1,15500000
Apartment,Ready_to_move,"Sunny Valley Apartments, Dwarka",3,1700,24718,2,Semi-Furnished,Resale,1,17200000
Builder_Floor,Ready_to_move,"Vasant Vihar Builder Floor, Vasant Vihar",4,1800,30556,3,Semi-Furnished,Resale,2,55000000
Apartment,Ready_to_move,Vasant Kunj,2,1100,30556,2,Semi-Furnished,Resale,1,15000000
Builder_Floor,Almost_ready,Greater Kailash 1,4,22050,30556,4,Semi-Furnished,New_Property,2,51000000
Builder_Floor,Ready_to_move,Rohini Sector 24,4,1550,30556,3,Semi-Furnished,New_Property,1,13000000
Builder_Floor,Ready_to_move,Greater Kailash 1,3,1600,18750,3,Semi-Furnished,New_Property,1,30000000
Builder_Floor,Ready_to_move,"Khanpur, Madangir",2,700,18750,2,Semi-Furnished,New_Property,1,2400000
Builder_Floor,Ready_to_move,"Batla House, Okhla",4,45,18750,3,Unfurnished,New_Property,1,5500000
,Ready_to_move,"Gandhi Nagar, Shahdara",2,450,58000,2,,Resale,,2900000
,Ready_to_move,"Gandhi Nagar, Shahdara",5,540,58000,2,,Resale,,17000000
,Ready_to_move,"Gandhi Nagar, Shahdara",3,1350,18519,3,,Resale,,25000000
,Ready_to_move,"Gandhi Nagar, Shahdara",3,2250,4444,2,,Resale,,10000000
Apartment,Ready_to_move,"DDA Flats Mansarovar Park, Seelampur, Shahdara",2,1250,4444,1,Semi-Furnished,Resale,,7500000
Apartment,Ready_to_move,"Seelampur, Shahdara",3,504,7143,1,Semi-Furnished,Resale,,3600000
Apartment,Ready_to_move,"Shanti Mohalla, Shahdara",3,65,7143,2,Semi-Furnished,New_Property,,35000000
Apartment,Ready_to_move,"Seelampur, Shahdara",2,450,13333,1,Unfurnished,Resale,,6000000
Builder_Floor,Ready_to_move,"Rajgarh Colony, Shahdara",4,1800,9722,2,Furnished,Resale,,17500000
Builder_Floor,Ready_to_move,"Kanti Nagar East, Shahdara",4,1800,19444,3,Furnished,Resale,,35000000
Builder_Floor,Ready_to_move,"Raghubarpura, Shahdara",5,1530,6667,2,Furnished,Resale,,10200000
Apartment,Ready_to_move,Vasant Kunj Sector C,4,1750,6667,4,Unfurnished,New_Property,1,29000000
Builder_Floor,Ready_to_move,"Sukhdev Vihar, Okhla",4,2210,6667,3,Semi-Furnished,Resale,1,41000000
Builder_Floor,Ready_to_move,Geeta Colony,3,760,6667,2,Furnished,Resale,1,6000000
Apartment,Ready_to_move,Krishna Nagar Block A,2,400,6667,1,Furnished,New_Property,1,2500000
Builder_Floor,Ready_to_move,Geeta Colony,1,380,6667,1,Unfurnished,Resale,1,2200000
Apartment,Ready_to_move,"Taj Enclave, Khairatabad",2,904.1676,6667,2,Furnished,New_Property,1,21500000
Apartment,Ready_to_move,"Shastri Park, Shahdara",4,900,6667,1,Furnished,Resale,1,15000000
Apartment,Ready_to_move,Geeta Colony,5,810,6667,6,Furnished,Resale,1,28900000
Builder_Floor,Ready_to_move,Geeta Colony,3,100,6667,2,Unfurnished,Resale,1,5500000
Apartment,Ready_to_move,"Shastri Park, Shahdara",2,50,6667,1,Semi-Furnished,New_Property,1,1950000
Apartment,Ready_to_move,Geeta Colony,2,58,6667,1,Unfurnished,Resale,1,3800000
Builder_Floor,Ready_to_move,"Sitaram Bazar, Chandni Chowk",2,900,6667,1,Semi-Furnished,New_Property,1,6200000
Apartment,Almost_ready,Shahdara,4,1650,6667,3,Furnished,New_Property,1,14000000
Apartment,Ready_to_move,Laxmi Nagar,2,1000,6667,2,Unfurnished,Resale,1,7500000
Apartment,Ready_to_move,Shahdara ,2,852,6667,2,Unfurnished,Resale,1,2670000
Apartment,Ready_to_move,Shahdara,2,700,6667,2,Semi-Furnished,Resale,1,2500000
Apartment,Ready_to_move,Laxmi Nagar,3,990,4040,2,Unfurnished,Resale,1,4000000
Builder_Floor,Ready_to_move,Laxmi Nagar,2,450,7778,1,Semi-Furnished,Resale,1,3500000
Apartment,Ready_to_move,Laxmi Nagar,2,1000,5000,2,Unfurnished,New_Property,1,5000000
Builder_Floor,Ready_to_move,Saket,4,1700,21071,3,Semi-Furnished,Resale,2,29500000
Builder_Floor,Ready_to_move,"Anupam Enclave, Saket",3,1350,14074,2,Unfurnished,Resale,1,19000000
Apartment,Ready_to_move,Saket,4,2100,14074,3,Furnished,Resale,1,25500000
Builder_Floor,Ready_to_move,Saket,4,2600,28846,4,Semi-Furnished,New_Property,3,75000000
Builder_Floor,Ready_to_move,Saket,4,3000,28846,5,Semi-Furnished,New_Property,4,75000000
Builder_Floor,Almost_ready,"RWA Flats, Saket",3,1450,28846,3,Semi-Furnished,New_Property,1,34000000
Builder_Floor,Ready_to_move,Saket,4,2050,28846,4,Semi-Furnished,New_Property,1,47500000
Builder_Floor,Ready_to_move,"Metrotech Builder Floors, Saket",4,3000,28846,5,Semi-Furnished,New_Property,3,75000000
Apartment,Ready_to_move,"Saket Court Residential Complex, Saket",3,1800,28846,3,Semi-Furnished,Resale,2,23000000
Apartment,Ready_to_move,"Press Enclave Society, Saket",3,900,28846,2,Semi-Furnished,Resale,1,24000000
Apartment,Ready_to_move,"RWA Flats, Saket",3,1500,28846,2,Semi-Furnished,Resale,2,21500000
Builder_Floor,Ready_to_move,Saket,3,1500,28846,2,Semi-Furnished,New_Property,1,28500000
Builder_Floor,Ready_to_move,"Project Paryavaran Complex, Saket",4,1800,6944,4,Semi-Furnished,Resale,1,12500000
Builder_Floor,Ready_to_move,Saket,3,1674,6944,3,Unfurnished,Resale,1,45000000
Builder_Floor,Ready_to_move,Saket,4,2025,6944,3,Furnished,Resale,2,30500000
Builder_Floor,Ready_to_move,Saket,3,1300,6944,3,Semi-Furnished,Resale,3,22500000
Apartment,Ready_to_move,"Press Enclave Society, Saket",3,990,6944,3,Furnished,Resale,1,28000000
Builder_Floor,Ready_to_move,Saket,3,2100,14705,4,Semi-Furnished,Resale,2,25000000
Builder_Floor,Ready_to_move,Saket,4,2250,14705,4,Semi-Furnished,Resale,2,33700000
Builder_Floor,Ready_to_move,Saket,3,1500,18000,3,Semi-Furnished,Resale,1,27000000
Builder_Floor,Ready_to_move,Saket,4,2700,18000,4,Semi-Furnished,New_Property,2,43500000
Builder_Floor,Ready_to_move,"RWA Flats, Saket",3,1700,18000,3,Semi-Furnished,New_Property,2,29000000
Builder_Floor,Ready_to_move,Saket,3,1700,17647,3,Semi-Furnished,Resale,2,30000000
Apartment,Ready_to_move,Saket,4,2050,17647,4,Semi-Furnished,New_Property,2,52100000
Builder_Floor,Ready_to_move,Saket,3,1800,18055,3,Unfurnished,New_Property,1,32500000
Apartment,Ready_to_move,Saket,3,1500,18055,2,Semi-Furnished,Resale,1,20500000
Apartment,Ready_to_move,Saket,4,2000,12500,3,Semi-Furnished,Resale,1,25000000
Builder_Floor,Ready_to_move,Saket,3,1500,12500,3,Semi-Furnished,Resale,2,30000000
Builder_Floor,Ready_to_move,Saket,4,24300,12500,5,Semi-Furnished,Resale,2,51000000
Builder_Floor,Ready_to_move,Saket,4,2475,12500,4,Semi-Furnished,Resale,1,31000000
Builder_Floor,Ready_to_move,Safdarjung Enclave,3,1800,,3,Semi-Furnished,New_Property,,37500000
Builder_Floor,Ready_to_move,"Arjun Nagar, Safdarjung Enclave",3,1300,,3,Semi-Furnished,New_Property,1,32500000
Builder_Floor,Ready_to_move,Safdarjung Enclave,3,1500,25000,3,Semi-Furnished,New_Property,4,37500000
Builder_Floor,Ready_to_move,Safdarjung Enclave,4,2100,25000,4,Semi-Furnished,New_Property,3,55000000
Builder_Floor,Ready_to_move,Safdarjung Enclave,4,1800,25000,4,Semi-Furnished,New_Property,2,87500000
Apartment,Ready_to_move,Safdarjung Enclave,2,1100,14818,2,Unfurnished,Resale,1,16300000
Builder_Floor,Ready_to_move,Safdarjung Enclave,4,2035,14818,4,Unfurnished,New_Property,2,65000000
Builder_Floor,Ready_to_move,Safdarjung Enclave,3,1100,14818,3,Unfurnished,Resale,1,25000000
Builder_Floor,Ready_to_move,Safdarjung Enclave,3,1550,14818,3,Semi-Furnished,New_Property,1,38000000
Builder_Floor,Ready_to_move,Safdarjung Enclave,2,700,14818,2,Unfurnished,Resale,1,15000000
Apartment,Ready_to_move,"Arjun Nagar, Safdarjung Enclave",2,150,14818,1,Semi-Furnished,Resale,1,2000000
Builder_Floor,Ready_to_move,"Arjun Nagar, Safdarjung Enclave",1,540,14818,1,Unfurnished,Resale,1,3000000
Builder_Floor,Ready_to_move,Krishna Nagar-Safdarjung Enclave,2,810,14818,2,Semi-Furnished,Resale,1,8500000
Builder_Floor,Ready_to_move,Safdarjung Enclave ,4,3250,14818,4,Semi-Furnished,Resale,1,55000000
Builder_Floor,Ready_to_move,Safdarjung Enclave,3,1600,14818,3,Semi-Furnished,Resale,2,22500000
Builder_Floor,Ready_to_move,Safdarjung Enclave,4,4000,14818,4,Semi-Furnished,Resale,1,72500000
Apartment,Ready_to_move,Safdarjung Enclave,6,5500,14818,7,Furnished,Resale,1,160000000
Builder_Floor,Ready_to_move,Krishna Nagar-Safdarjung Enclave,3,900,14818,3,Semi-Furnished,New_Property,1,12500000
Apartment,Ready_to_move,Safdarjung Enclave,2,972,14818,2,Semi-Furnished,Resale,1,17000000
Builder_Floor,Ready_to_move,Safdarjung Enclave,4,4150,14818,4,Unfurnished,New_Property,3,82500000
Builder_Floor,Ready_to_move,Safdarjung Enclave,4,2250,14818,5,Semi-Furnished,New_Property,2,55000000
Builder_Floor,Ready_to_move,Safdarjung Enclave,3,1650,14818,3,Semi-Furnished,New_Property,1,35000000
Builder_Floor,Ready_to_move,Safdarjung Enclave ,4,2610,14818,4,Semi-Furnished,Resale,2,42500000
Builder_Floor,Ready_to_move,"Arjun Nagar, Safdarjung Enclave",2,600,14818,2,Semi-Furnished,Resale,1,4700000
Builder_Floor,Ready_to_move,Safdarjung Enclave,4,1700,14818,5,Unfurnished,Resale,2,52500000
Builder_Floor,Ready_to_move,Safdarjung Enclave,4,2250,14818,4,Semi-Furnished,New_Property,3,80000000
Builder_Floor,Ready_to_move,"Arjun Nagar, Safdarjung Enclave",3,880,14818,2,Unfurnished,Resale,1,11000000
Builder_Floor,Ready_to_move,Safdarjung Enclave,4,4200,14818,5,Semi-Furnished,New_Property,3,74000000
Builder_Floor,Ready_to_move,Safdarjung Enclave ,3,1450,14818,3,Semi-Furnished,Resale,1,37500000
Builder_Floor,Ready_to_move,Safdarjung Enclave ,4,2200,23863,4,Semi-Furnished,New_Property,3,52500000
Builder_Floor,Ready_to_move,"Reserve Bank Enclave, Paschim Vihar",3,1620,,3,Semi-Furnished,New_Property,,26000000
Builder_Floor,Ready_to_move,Paschim Vihar,3,1078,,2,Unfurnished,New_Property,1,15500000
Builder_Floor,Ready_to_move,"Pushkar Enclave, Paschim Vihar",3,1710,,3,Unfurnished,Resale,1,22000000
Builder_Floor,Ready_to_move,Paschim Vihar Block B2,3,1150,,3,Semi-Furnished,Resale,1,21000000
Builder_Floor,Ready_to_move,"Paschimpuri, Paschim Vihar",2,450,,2,Semi-Furnished,Resale,1,5000000
Builder_Floor,Ready_to_move,Paschim Vihar,3,1818,,3,Unfurnished,Resale,1,22000000
Builder_Floor,Ready_to_move,Paschim Vihar Block B4,3,1800,14722,2,Unfurnished,Resale,1,26500000
Builder_Floor,Ready_to_move,Paschim Vihar,2,780,14722,2,Unfurnished,Resale,1,8770000
Apartment,Ready_to_move,"DDA Lig Flats, Paschim Vihar ",1,405,14722,1,Semi-Furnished,Resale,1,4500000
Apartment,Ready_to_move,Paschim Vihar,2,900,14722,3,Semi-Furnished,Resale,1,8500000
Apartment,Ready_to_move,"Archana Apartment, Paschim Vihar",2,807.2925,14722,2,Unfurnished,Resale,1,8600000
Builder_Floor,Ready_to_move,"Guru Harikishan Nagar, Paschim Vihar",4,2700,14722,3,Semi-Furnished,Resale,1,42500000
Apartment,Ready_to_move,Paschim Vihar,3,1100,14722,2,Semi-Furnished,Resale,2,13100000
Apartment,Ready_to_move,"Paschimpuri, Paschim Vihar",2,585,14722,2,Unfurnished,Resale,2,7000000
Builder_Floor,Ready_to_move,"Mianwali Nagar, Paschim Vihar",3,2152.78,14722,3,Furnished,New_Property,2,30000000
Apartment,Ready_to_move,"Navbharat Apartment, Paschim Vihar Block B1",2,960,14722,2,Semi-Furnished,Resale,2,13000000
Builder_Floor,Ready_to_move,Paschim Vihar Block A2,4,1800,14722,3,Unfurnished,Resale,2,23100000
Apartment,Ready_to_move,Paschim Vihar,3,1100,14722,2,Semi-Furnished,Resale,1,16000000
Builder_Floor,Ready_to_move,Paschim Vihar,2,900,13889,2,Unfurnished,Resale,1,12500000
Builder_Floor,Ready_to_move,"LIC Colony, Paschim Vihar",3,1620,13889,3,Furnished,New_Property,1,24500000
Apartment,Ready_to_move,"Paschimpuri, Paschim Vihar",1,378,13889,1,Unfurnished,Resale,1,3200000
Apartment,Ready_to_move,"DDA Lig Flats, Paschim Vihar",3,800,7875,2,Unfurnished,Resale,1,6300000
Builder_Floor,Ready_to_move,"Pushkar Enclave, Paschim Vihar",3,1350,11111,3,Semi-Furnished,Resale,1,15000000
Apartment,Ready_to_move,Paschim Vihar ,3,850,11111,3,Unfurnished,Resale,1,5700000
Apartment,Ready_to_move,"Shubh Niketan, Paschim Vihar",3,1580,11111,2,Furnished,Resale,1,21000000
Apartment,Ready_to_move,Paschim Vihar,2,820,11111,3,Unfurnished,Resale,1,7500000
Apartment,Ready_to_move,"Ashoka Apartment, Paschim Vihar Block A2",2,594,10943,1,Semi-Furnished,Resale,1,6500000
Builder_Floor,Ready_to_move,Paschim Vihar Block B4,3,14220,10943,3,Semi-Furnished,New_Property,1,27500000
Builder_Floor,Ready_to_move,"Guru Harikishan Nagar, Paschim Vihar",3,800,10943,2,Unfurnished,Resale,1,12000000
Apartment,Ready_to_move,"Sunder Apartments, Sunder Vihar, Paschim Vihar",3,1500,10943,2,Semi-Furnished,Resale,2,18000000
Apartment,Ready_to_move,"Ashirwad Apartments, Dwarka",3,1600,,3,Semi-Furnished,Resale,1,15600000
Apartment,Ready_to_move,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",3,1650,,3,Semi-Furnished,Resale,1,15500000
Apartment,Ready_to_move,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",3,1600,,3,Semi-Furnished,Resale,1,15200000
Apartment,Ready_to_move,"Gold Croft Apartment, Aashirwaad Chowk, Dwarka",3,1900,,3,Furnished,Resale,1,25000000
Apartment,Ready_to_move,"Chanakya Apartments, Aashirwaad Chowk, Dwarka",3,1400,,2,Furnished,Resale,1,15000000
Apartment,Ready_to_move,"Bank Apartments, Aashirwaad Chowk, Dwarka",3,1550,,2,Semi-Furnished,Resale,1,15800000
Apartment,Ready_to_move,"Mohinder Apartments, Aashirwaad Chowk, Dwarka",4,2000,,3,Furnished,Resale,1,31500000
Apartment,Ready_to_move,"Bank Apartments, Aashirwaad Chowk, Dwarka",3,1500,,3,Semi-Furnished,Resale,1,14000000
Apartment,Ready_to_move,"Aashirwaad Chowk, Dwarka",3,1550,,2,Semi-Furnished,Resale,1,13200000
Apartment,Ready_to_move,"Bank Apartments, Aashirwaad Chowk, Dwarka",3,1600,,2,Semi-Furnished,Resale,1,15800000
Apartment,Ready_to_move,"Saheta Apartment, Aashirwaad Chowk, Dwarka",3,1600,,3,Unfurnished,Resale,1,16200000
Apartment,Ready_to_move,"Pushpanjali Apartments, Aashirwaad Chowk, Dwarka",3,1800,,2,Semi-Furnished,Resale,1,15500000
Apartment,Ready_to_move,"Aashirwaad Chowk, Dwarka",3,1470,,2,Semi-Furnished,Resale,1,14500000
Apartment,Ready_to_move,"Aashirwaad Chowk, Dwarka",3,1500,,2,Semi-Furnished,Resale,1,14900000
Apartment,Ready_to_move,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",3,1750,,3,Furnished,Resale,1,17200000
Apartment,Ready_to_move,"Hum Sub Apartment, Aashirwaad Chowk, Dwarka",3,1650,,3,Furnished,Resale,1,18000000
Apartment,Ready_to_move,"Aashirwaad Chowk, Dwarka",3,1850,,2,Semi-Furnished,Resale,1,15500000
Apartment,Ready_to_move,"Bank Apartments, Aashirwaad Chowk, Dwarka",3,1480,,2,Furnished,Resale,1,15800000
Apartment,Ready_to_move,"Defence Officers Apartment, Aashirwaad Chowk, Dwarka",2,1214,,2,Furnished,Resale,1,12600000
Apartment,Ready_to_move,"Aashirwaad Chowk, Dwarka",3,1380,,2,Semi-Furnished,Resale,1,15000000
Apartment,Ready_to_move,"Sanchar Vihar Apartment, Aashirwaad Chowk, Dwarka",4,1600,,2,Furnished,Resale,1,19500000
Apartment,Ready_to_move,"Sarve Satyam Apartment, Aashirwaad Chowk, Dwarka",3,1585,,3,Semi-Furnished,Resale,1,16600000
Apartment,Ready_to_move,"Aashirwaad Chowk, Dwarka",3,1700,,3,Semi-Furnished,Resale,1,17200000
Apartment,Ready_to_move,"Palm Green Apartment, Aashirwaad Chowk, Dwarka",2,1200,,2,Semi-Furnished,Resale,1,13000000
Apartment,Ready_to_move,"Neelachal, Aashirwaad Chowk, Dwarka",4,1800,,3,Semi-Furnished,Resale,1,16500000
Apartment,Ready_to_move,"Kailash Apartments, Aashirwaad Chowk, Dwarka",2,1000,10700,2,Semi-Furnished,Resale,1,10700000
Apartment,Ready_to_move,"New Jyoti Apartments, Aashirwaad Chowk, Dwarka",3,1500,10700,2,Furnished,Resale,1,16200000
Apartment,Ready_to_move,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",3,1700,10700,2,Furnished,Resale,1,16500000
Apartment,Ready_to_move,"PNB Employees Apartment, Aashirwaad Chowk, Dwarka",3,1750,10700,2,Furnished,Resale,1,14900000
Apartment,Ready_to_move,"Sadbhawna CGHS, Aashirwaad Chowk, Dwarka",4,2700,10700,3,Furnished,Resale,1,27500000
Apartment,Ready_to_move,Commonwealth Games Village 2010,5,3050,20492,6,Semi-Furnished,Resale,,62500000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",5,3405,20558,5,Semi-Furnished,Resale,3,70000000
Apartment,Ready_to_move,Commonwealth Games Village 2010,3,1500,20558,3,Semi-Furnished,Resale,3,35500000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",3,2105,20558,3,Unfurnished,Resale,3,42100000
Apartment,Ready_to_move,"Project Commonwealth Games Village 2010, Akshardham Temple",4,2500,17000,5,Semi-Furnished,Resale,3,42500000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",3,2090,21052,4,Semi-Furnished,Resale,2,44000000
Apartment,Ready_to_move,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",4,2525,21052,5,Semi-Furnished,Resale,3,43200000
Apartment,Ready_to_move,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",4,2500,21000,4,Semi-Furnished,Resale,2,52500000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",3,2100,16333,4,Furnished,Resale,2,34300000
Apartment,Ready_to_move,"Project Commonwealth Games Village 2010, Akshardham Temple",3,2022,18793,3,Semi-Furnished,Resale,2,38000000
Apartment,Ready_to_move,Commonwealth Games Village 2010,4,2650,19811,5,Furnished,Resale,2,52500000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",3,1850,20270,3,Unfurnished,Resale,2,37500000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",3,2100,17619,3,Semi-Furnished,Resale,2,37000000
Apartment,Ready_to_move,Commonwealth Games Village 2010,3,1700,17619,4,Semi-Furnished,Resale,2,40000000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",3,2105,17197,3,Semi-Furnished,Resale,2,36200000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",2,1250,17197,3,Semi-Furnished,Resale,1,29000000
Apartment,Ready_to_move,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",4,2552,16654,5,Furnished,New_Property,3,42500000
Apartment,Ready_to_move,Commonwealth Games Village 2010,5,3112,19280,6,Semi-Furnished,Resale,3,60000000
Apartment,Ready_to_move,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3,2125,17176,3,Semi-Furnished,Resale,2,36500000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",3,2065,20581,4,Semi-Furnished,Resale,2,42500000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",5,3405,20999,4,Semi-Furnished,Resale,3,71500000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",5,3050,21311,5,Semi-Furnished,New_Property,3,65000000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",5,2300,21311,6,Semi-Furnished,Resale,3,58000000
Apartment,Ready_to_move,Commonwealth Games Village 2010,2,1455,18900,2,Semi-Furnished,Resale,2,27500000
Apartment,Ready_to_move,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",5,3400,20588,5,Semi-Furnished,New_Property,3,70000000
Apartment,Ready_to_move,"Common Wealth Games Village, Commonwealth Games Village 2010",5,3100,20967,5,Semi-Furnished,Resale,3,65000000
Apartment,Ready_to_move,Common Wealth Games Village,2,1400,20967,3,Unfurnished,Resale,3,28600000
Apartment,Ready_to_move,Common Wealth Games Village,3,2126,18344,3,Semi-Furnished,Resale,2,39000000
Apartment,Ready_to_move,Commonwealth Games Village 2010,3,1815,17906,3,Semi-Furnished,Resale,2,32500000
Apartment,Ready_to_move,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3,1700,17906,3,Unfurnished,Resale,2,34000000
Apartment,Ready_to_move,Alaknanda,2,700,,2,Unfurnished,Resale,,16500000
Apartment,Ready_to_move,"Shivalik Apartments, Alaknanda",2,980,,2,Semi-Furnished,Resale,2,13800000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda",3,1350,,3,Semi-Furnished,Resale,2,21000000
Apartment,Ready_to_move,"Gangotri Enclave, Alaknanda",3,1800,,3,Semi-Furnished,Resale,2,22500000
Apartment,Ready_to_move,"Aravali Apartments, Alaknanda",2,968.751,,2,Semi-Furnished,Resale,2,15000000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda",3,1250,,3,Semi-Furnished,New_Property,2,20000000
Apartment,Ready_to_move,"Aravali Apartments, Alaknanda",3,1800,,3,Furnished,New_Property,2,20000000
Builder_Floor,Ready_to_move,"Shivalik Apartments, Alaknanda",3,1400,,2,Semi-Furnished,Resale,2,26000000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda",3,1000,,3,Semi-Furnished,Resale,2,19500000
Apartment,Ready_to_move,"Tara Apartment, Alaknanda",4,1800,,2,Semi-Furnished,Resale,1,21500000
Apartment,Ready_to_move,Alaknanda,3,1500,,3,Unfurnished,New_Property,1,26500000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda",3,1600,12500,3,Semi-Furnished,Resale,2,20000000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda ",3,1400,12500,3,Furnished,Resale,1,18000000
Apartment,Ready_to_move,Alaknanda,3,1400,12500,2,Unfurnished,Resale,1,19000000
Builder_Floor,Ready_to_move,Greater Kailash 4 Nri Colony,4,2700,12500,4,Unfurnished,Resale,2,36500000
Apartment,Ready_to_move,Alaknanda,2,1100,12500,2,Unfurnished,Resale,2,15000000
Apartment,Ready_to_move,Alaknanda,2,1200,12500,2,Semi-Furnished,Resale,2,17500000
Apartment,Ready_to_move,Alaknanda,2,1400,12500,2,Semi-Furnished,Resale,2,14000000
Apartment,Ready_to_move,"Project Gangotri Enclave, Alaknanda",3,1500,12500,3,Semi-Furnished,Resale,2,21000000
Apartment,Ready_to_move,Alaknanda,3,1320,12500,2,Unfurnished,Resale,2,15600000
Apartment,Ready_to_move,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",3,1300,12500,3,Unfurnished,Resale,2,19000000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda",2,1150,12500,2,Unfurnished,Resale,1,16500000
Apartment,Ready_to_move,Alaknanda,3,1440,12500,3,Unfurnished,Resale,1,19000000
Apartment,Ready_to_move,"Nilgiri Apartment, Alaknanda",2,1400,12500,2,Unfurnished,Resale,1,16500000
Builder_Floor,Ready_to_move,Alaknanda,1,450,12500,1,Semi-Furnished,Resale,1,3000000
Apartment,Ready_to_move,"Yamuna Apartment, Alaknanda",2,1300,11538,2,Semi-Furnished,Resale,1,15000000
Apartment,Ready_to_move,"Nilgiri Apartment, Alaknanda",2,1200,11538,2,Unfurnished,Resale,1,14300000
Apartment,Ready_to_move,"Nilgiri Apartment, Alaknanda",3,1300,11538,2,Unfurnished,Resale,1,18500000
Apartment,Ready_to_move,"Tara Apartment, Alaknanda ",3,1400,11538,3,Furnished,Resale,1,19000000
Apartment,Ready_to_move,Alaknanda,3,1400,11538,3,Semi-Furnished,Resale,1,19000000
,Ready_to_move,"Sarita Vihar, Mathura Road",3,1500,,2,,Resale,1,13500000
Apartment,Ready_to_move,"DDA Flats, Sarita Vihar, Mathura Road ",4,1600,,2,Semi-Furnished,Resale,2,15800000
