area_type,availability,location,size(in BHK),total_sqft,per_Sqft,bath,furnishing,transaction,parking,price
Builder_Floor,Almost_ready,Hauz Khas,4,2066,30000,4,Unfurnished,New_Property,2,60000000
Builder_Floor,Ready_to_move,"Hauz Khas Enclave, Hauz Khas",3,2050,30000,3,Semi-Furnished,New_Property,2,71000000
Apartment,Ready_to_move,"Safdarjung Development Area, Hauz Khas",3,1100,30000,3,Unfurnished,Resale,2,18500000
Builder_Floor,Ready_to_move,Hauz Khas,4,4500,30000,4,Semi-Furnished,New_Property,2,70000000
Builder_Floor,Ready_to_move,"Hauz Khas Enclave, Hauz Khas",4,4500,170000,5,Semi-Furnished,New_Property,2,85000000
Builder_Floor,Ready_to_move,"Mayfair garden, Hauz Khas",4,6500,170000,5,Unfurnished,New_Property,3,190000000
Apartment,Ready_to_move,"Orchid Metropolis, Hauz Khas",4,4350,170000,6,Semi-Furnished,New_Property,2,135000000
Builder_Floor,Ready_to_move,Hauz Khas,3,1750,170000,3,Unfurnished,Resale,2,35000000
Builder_Floor,Almost_ready,"Safdarjung Development Area, Hauz Khas",4,3600,18055,4,Semi-Furnished,New_Property,2,65000000
Builder_Floor,Ready_to_move,"Hauz Khas Enclave, Hauz Khas",2,1200,18055,2,Furnished,Resale,1,27500000
Builder_Floor,Ready_to_move,Hauz Khas,3,1500,18055,4,Unfurnished,Resale,2,45000000
Builder_Floor,Ready_to_move,"Hauz Khas Enclave, Hauz Khas",4,2250,18055,4,Unfurnished,New_Property,3,100000000
Builder_Floor,Ready_to_move,Hauz Khas,3,1800,18055,4,Semi-Furnished,New_Property,2,47000000
Builder_Floor,Ready_to_move,Hauz Khas,3,1600,18055,4,Semi-Furnished,Resale,2,27500000
Builder_Floor,Ready_to_move,Hauz Khas,4,2800,25000,5,Semi-Furnished,New_Property,3,70000000
Apartment,Ready_to_move,"Sarva Priya Apartment, Hauz Khas ",3,1700,25000,3,Semi-Furnished,Resale,1,36500000
Builder_Floor,Ready_to_move,"Hauz Khas Enclave, Hauz Khas",4,2400,25000,5,Unfurnished,Resale,1,65000000
Apartment,Almost_ready,"Sarva Priya Apartment, Hauz Khas",3,1980,17677,4,Unfurnished,New_Property,1,35000000
Builder_Floor,Ready_to_move,"Hauz Khas Enclave, Hauz Khas",4,2100,17677,5,Semi-Furnished,New_Property,1,56000000
Builder_Floor,Ready_to_move,"Hauz Khas Enclave, Hauz Khas",4,5400,17677,4,Unfurnished,Resale,2,110000000
Builder_Floor,Ready_to_move,"Safdarjung Development Area, Hauz Khas",3,1250,17677,3,Semi-Furnished,Resale,1,24000000
Builder_Floor,Ready_to_move,Hauz Khas,4,2300,17677,4,Semi-Furnished,New_Property,1,102500000
Builder_Floor,Ready_to_move,"Hauz Khas Enclave, Hauz Khas",4,2700,37037,4,Semi-Furnished,New_Property,2,100000000
Builder_Floor,Ready_to_move,"Safdarjung Development Area, Hauz Khas",3,1450,37037,3,Semi-Furnished,New_Property,1,45000000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,2097,,3,Unfurnished,Resale,,29000000
Builder_Floor,Almost_ready,"Arya Chittaranjan Park, Chittaranjan Park",3,1250,,3,Semi-Furnished,New_Property,1,25500000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1600,20938,3,Semi-Furnished,New_Property,2,33500000
Builder_Floor,Ready_to_move,Chittaranjan Park,4,2600,20938,5,Semi-Furnished,New_Property,3,62500000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1700,20938,3,Semi-Furnished,New_Property,2,47500000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1116,20938,3,Semi-Furnished,Resale,1,14700000
Builder_Floor,Ready_to_move,Chittaranjan Park,2,1070,20938,3,Semi-Furnished,New_Property,1,18000000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1200,20938,3,Semi-Furnished,New_Property,1,22500000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1200,18333,3,Unfurnished,New_Property,1,22000000
Builder_Floor,Ready_to_move,Chittaranjan Park ,3,1200,18333,3,Semi-Furnished,New_Property,1,22200000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1450,18333,3,Semi-Furnished,Resale,1,22500000
Apartment,Ready_to_move,Chittaranjan Park,2,1000,18333,2,Semi-Furnished,Resale,1,7500000
Builder_Floor,Ready_to_move,Chittaranjan Park ,4,2430,18333,4,Furnished,Resale,5,30000000
Apartment,Ready_to_move,Chittaranjan Park,2,945,6878,1,Unfurnished,Resale,5,6500000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1650,6878,3,Unfurnished,New_Property,5,35000000
Builder_Floor,Ready_to_move,"Nehru Enclave, Kalkaji",3,1350,6878,2,Semi-Furnished,Resale,1,17500000
Builder_Floor,Ready_to_move,Chittaranjan Park,4,2625,6878,5,Semi-Furnished,New_Property,2,60000000
Builder_Floor,Ready_to_move,Chittaranjan Park,4,1800,6878,4,Semi-Furnished,New_Property,2,40000000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,125,6878,3,Semi-Furnished,New_Property,2,11500000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1440,6878,3,Semi-Furnished,New_Property,2,22500000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1900,6878,4,Semi-Furnished,New_Property,2,28500000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1800,6878,3,Semi-Furnished,Resale,2,29000000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1200,12916,2,Semi-Furnished,Resale,1,15500000
Builder_Floor,Ready_to_move,"Nehru Enclave, Kalkaji",3,1800,12916,3,Semi-Furnished,Resale,1,26000000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1200,12916,3,Semi-Furnished,Resale,1,16500000
Builder_Floor,Ready_to_move,Chittaranjan Park,4,4118,12916,5,Unfurnished,New_Property,3,55000000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,1050,12916,2,Semi-Furnished,Resale,3,12500000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,875,12916,3,Semi-Furnished,New_Property,3,17500000
Builder_Floor,Ready_to_move,Chittaranjan Park Block A,2,990,12916,2,Unfurnished,Resale,1,11500000
Builder_Floor,Ready_to_move,Chittaranjan Park,3,11050,12916,3,Unfurnished,New_Property,1,18500000
